Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber
48,No,Non-Travel,1262,Research & Development,1,4,Medical,1,1116
45,No,Non-Travel,1050,Sales,9,4,Life Sciences,1,1117
52,No,Travel_Rarely,994,Research & Development,7,4,Life Sciences,1,1118
38,No,Travel_Rarely,770,Sales,10,4,Marketing,1,1119
29,No,Travel_Rarely,1107,Research & Development,28,4,Life Sciences,1,1120
28,No,Travel_Rarely,950,Research & Development,3,3,Medical,1,1121
46,No,Travel_Rarely,406,Sales,3,1,Marketing,1,1124
38,No,Travel_Rarely,130,Sales,2,2,Marketing,1,1125
43,No,Travel_Frequently,1082,Research & Development,27,3,Life Sciences,1,1126
39,Yes,Travel_Frequently,203,Research & Development,2,3,Life Sciences,1,1127
40,No,Travel_Rarely,1308,Research & Development,14,3,Medical,1,1128
21,No,Travel_Rarely,984,Research & Development,1,1,Technical Degree,1,1131
39,No,Non-Travel,439,Research & Development,9,3,Life Sciences,1,1132
36,No,Non-Travel,217,Research & Development,18,4,Life Sciences,1,1133
31,No,Travel_Frequently,793,Sales,20,3,Life Sciences,1,1135
28,No,Travel_Rarely,1451,Research & Development,2,1,Life Sciences,1,1136
35,No,Travel_Frequently,1182,Sales,11,2,Marketing,1,1137
49,No,Travel_Rarely,174,Sales,8,4,Technical Degree,1,1138
34,No,Travel_Frequently,1003,Research & Development,2,2,Life Sciences,1,1140
29,No,Travel_Frequently,490,Research & Development,10,3,Life Sciences,1,1143
42,No,Travel_Rarely,188,Research & Development,29,3,Medical,1,1148
29,No,Travel_Rarely,718,Research & Development,8,1,Medical,1,1150
38,No,Travel_Rarely,433,Human Resources,1,3,Human Resources,1,1152
28,No,Travel_Frequently,773,Research & Development,6,3,Life Sciences,1,1154
18,Yes,Non-Travel,247,Research & Development,8,1,Medical,1,1156
33,Yes,Travel_Rarely,603,Sales,9,4,Marketing,1,1157
41,No,Travel_Rarely,167,Research & Development,12,4,Life Sciences,1,1158
31,Yes,Travel_Frequently,874,Research & Development,15,3,Medical,1,1160
37,No,Travel_Rarely,367,Research & Development,25,2,Medical,1,1161
27,No,Travel_Rarely,199,Research & Development,6,3,Life Sciences,1,1162
34,No,Travel_Rarely,1400,Sales,9,1,Life Sciences,1,1163
35,No,Travel_Rarely,528,Human Resources,8,4,Technical Degree,1,1164
29,Yes,Travel_Rarely,408,Sales,23,1,Life Sciences,1,1165
40,No,Travel_Frequently,593,Research & Development,9,4,Medical,1,1166
42,Yes,Travel_Frequently,481,Sales,12,3,Life Sciences,1,1167
42,No,Travel_Rarely,647,Sales,4,4,Marketing,1,1171
35,No,Travel_Rarely,982,Research & Development,1,4,Medical,1,1172
24,No,Travel_Rarely,477,Research & Development,24,3,Medical,1,1173
28,Yes,Travel_Rarely,1485,Research & Development,12,1,Life Sciences,1,1175
26,No,Travel_Rarely,1384,Research & Development,3,4,Medical,1,1177
30,No,Travel_Rarely,852,Sales,10,3,Marketing,1,1179
40,No,Travel_Frequently,902,Research & Development,26,2,Medical,1,1180
35,No,Travel_Rarely,819,Research & Development,2,3,Life Sciences,1,1182
34,No,Travel_Frequently,669,Research & Development,1,3,Medical,1,1184
35,No,Travel_Frequently,636,Research & Development,4,4,Other,1,1185
43,Yes,Travel_Rarely,1372,Sales,9,3,Marketing,1,1188
32,No,Non-Travel,862,Sales,2,1,Life Sciences,1,1190
56,No,Travel_Rarely,718,Research & Development,4,4,Technical Degree,1,1191
29,No,Travel_Rarely,1401,Research & Development,6,1,Medical,1,1192
19,No,Travel_Rarely,645,Research & Development,9,2,Life Sciences,1,1193
45,No,Travel_Rarely,1457,Research & Development,7,3,Medical,1,1195
37,No,Travel_Rarely,977,Research & Development,1,3,Life Sciences,1,1196
20,No,Travel_Rarely,805,Research & Development,3,3,Life Sciences,1,1198
44,Yes,Travel_Rarely,1097,Research & Development,10,4,Life Sciences,1,1200
53,No,Travel_Rarely,1223,Research & Development,7,2,Medical,1,1201
29,No,Travel_Rarely,942,Research & Development,15,1,Life Sciences,1,1202
22,Yes,Travel_Frequently,1256,Research & Development,3,4,Life Sciences,1,1203
46,No,Travel_Rarely,1402,Sales,2,3,Marketing,1,1204
44,No,Non-Travel,111,Research & Development,17,3,Life Sciences,1,1206
33,No,Travel_Rarely,147,Human Resources,2,3,Human Resources,1,1207
41,Yes,Non-Travel,906,Research & Development,5,2,Life Sciences,1,1210
30,No,Travel_Rarely,1329,Sales,29,4,Life Sciences,1,1211
40,No,Travel_Frequently,1184,Sales,2,4,Medical,1,1212
50,No,Travel_Frequently,1421,Research & Development,2,3,Medical,1,1215
28,No,Travel_Rarely,1179,Research & Development,19,4,Medical,1,1216
46,No,Travel_Rarely,1450,Research & Development,15,2,Life Sciences,1,1217
35,No,Travel_Rarely,1361,Sales,17,4,Life Sciences,1,1218
24,Yes,Travel_Rarely,984,Research & Development,17,2,Life Sciences,1,1219
33,No,Travel_Frequently,1146,Sales,25,3,Medical,1,1220
36,No,Travel_Rarely,917,Research & Development,6,4,Life Sciences,1,1221
30,No,Travel_Rarely,853,Research & Development,7,4,Life Sciences,1,1224
44,No,Travel_Rarely,200,Research & Development,29,4,Other,1,1225
20,No,Travel_Rarely,654,Sales,21,3,Marketing,1,1226
46,No,Travel_Rarely,150,Research & Development,2,4,Technical Degree,1,1228
42,No,Non-Travel,179,Human Resources,2,5,Medical,1,1231
60,No,Travel_Rarely,696,Sales,7,4,Marketing,1,1233
32,No,Travel_Frequently,116,Research & Development,13,3,Other,1,1234
32,No,Travel_Frequently,1316,Research & Development,2,2,Life Sciences,1,1235
36,No,Travel_Rarely,363,Research & Development,1,3,Technical Degree,1,1237
33,No,Travel_Rarely,117,Research & Development,9,3,Medical,1,1238
40,No,Travel_Rarely,107,Sales,10,3,Technical Degree,1,1239
25,No,Travel_Rarely,1356,Sales,10,4,Life Sciences,1,1240
30,No,Travel_Rarely,1465,Research & Development,1,3,Medical,1,1241
42,No,Travel_Frequently,458,Research & Development,26,5,Medical,1,1242
35,No,Non-Travel,1212,Sales,8,2,Marketing,1,1243
27,No,Travel_Rarely,1103,Research & Development,14,3,Life Sciences,1,1244
54,No,Travel_Frequently,966,Research & Development,1,4,Life Sciences,1,1245
44,No,Travel_Rarely,1117,Research & Development,2,1,Life Sciences,1,1246
19,Yes,Non-Travel,504,Research & Development,10,3,Medical,1,1248
29,No,Travel_Rarely,1010,Research & Development,1,3,Life Sciences,1,1249
54,No,Travel_Rarely,685,Research & Development,3,3,Life Sciences,1,1250
31,No,Travel_Rarely,1332,Research & Development,11,2,Medical,1,1251
31,No,Travel_Rarely,1062,Research & Development,24,3,Medical,1,1252
59,No,Travel_Rarely,326,Sales,3,3,Life Sciences,1,1254
43,No,Travel_Rarely,920,Research & Development,3,3,Life Sciences,1,1255
49,No,Travel_Rarely,1098,Research & Development,4,2,Medical,1,1256
36,No,Travel_Frequently,469,Research & Development,3,3,Technical Degree,1,1257
48,No,Travel_Rarely,969,Research & Development,2,2,Technical Degree,1,1258
27,No,Travel_Rarely,1167,Research & Development,4,2,Life Sciences,1,1259
29,No,Travel_Rarely,1329,Research & Development,7,3,Life Sciences,1,1260
48,No,Travel_Rarely,715,Research & Development,1,3,Life Sciences,1,1263
29,No,Travel_Rarely,694,Research & Development,1,3,Life Sciences,1,1264
34,No,Travel_Rarely,1320,Research & Development,20,3,Technical Degree,1,1265
44,No,Travel_Rarely,1099,Sales,5,3,Marketing,1,1267
33,No,Travel_Rarely,536,Sales,10,5,Marketing,1,1268
19,No,Travel_Rarely,265,Research & Development,25,3,Life Sciences,1,1269
23,No,Travel_Rarely,373,Research & Development,1,2,Life Sciences,1,1270
25,Yes,Travel_Frequently,599,Sales,24,1,Life Sciences,1,1273
26,No,Travel_Rarely,583,Research & Development,4,2,Life Sciences,1,1275
45,Yes,Travel_Rarely,1449,Sales,2,3,Marketing,1,1277
55,No,Non-Travel,177,Research & Development,8,1,Medical,1,1278
21,Yes,Travel_Frequently,251,Research & Development,10,2,Life Sciences,1,1279
46,No,Travel_Rarely,168,Sales,4,2,Marketing,1,1280
34,No,Travel_Rarely,131,Sales,2,3,Marketing,1,1281
51,No,Travel_Frequently,237,Sales,9,3,Life Sciences,1,1282
59,No,Travel_Rarely,1429,Research & Development,18,4,Medical,1,1283
34,No,Travel_Frequently,135,Research & Development,19,3,Medical,1,1285
28,No,Travel_Frequently,791,Research & Development,1,4,Medical,1,1286
44,No,Travel_Rarely,1199,Research & Development,4,2,Life Sciences,1,1288
34,No,Travel_Frequently,648,Human Resources,11,3,Life Sciences,1,1289
35,No,Travel_Rarely,735,Research & Development,6,1,Life Sciences,1,1291
42,No,Travel_Rarely,603,Research & Development,7,4,Medical,1,1292
43,No,Travel_Rarely,531,Sales,4,4,Marketing,1,1293
36,No,Travel_Rarely,429,Research & Development,2,4,Life Sciences,1,1294
44,Yes,Travel_Rarely,621,Research & Development,15,3,Medical,1,1295
28,No,Travel_Frequently,193,Research & Development,2,3,Life Sciences,1,1296
51,No,Travel_Frequently,968,Research & Development,6,2,Medical,1,1297
30,No,Non-Travel,879,Research & Development,9,2,Medical,1,1298
29,Yes,Travel_Rarely,806,Research & Development,7,3,Technical Degree,1,1299
28,No,Travel_Rarely,640,Research & Development,1,3,Technical Degree,1,1301
25,No,Travel_Rarely,266,Research & Development,1,3,Medical,1,1303
32,No,Travel_Rarely,604,Sales,8,3,Medical,1,1304
45,No,Travel_Frequently,364,Research & Development,25,3,Medical,1,1306
39,No,Travel_Rarely,412,Research & Development,13,4,Medical,1,1307
58,No,Travel_Rarely,848,Research & Development,23,4,Life Sciences,1,1308
32,Yes,Travel_Rarely,1089,Research & Development,7,2,Life Sciences,1,1309
39,Yes,Travel_Rarely,360,Research & Development,23,3,Medical,1,1310
30,No,Travel_Rarely,1138,Research & Development,6,3,Technical Degree,1,1311
36,No,Travel_Rarely,325,Research & Development,10,4,Technical Degree,1,1312
46,No,Travel_Rarely,991,Human Resources,1,2,Life Sciences,1,1314
28,No,Non-Travel,1476,Research & Development,1,3,Life Sciences,1,1315
50,No,Travel_Rarely,1322,Research & Development,28,3,Life Sciences,1,1317
40,Yes,Travel_Rarely,299,Sales,25,4,Marketing,1,1318
52,Yes,Travel_Rarely,1030,Sales,5,3,Life Sciences,1,1319
30,No,Travel_Rarely,634,Research & Development,17,4,Medical,1,1321
39,No,Travel_Rarely,524,Research & Development,18,2,Life Sciences,1,1322
31,No,Non-Travel,587,Sales,2,4,Life Sciences,1,1324
41,No,Non-Travel,256,Sales,10,2,Medical,1,1329
31,Yes,Travel_Frequently,1060,Sales,1,3,Life Sciences,1,1331
44,Yes,Travel_Rarely,935,Research & Development,3,3,Life Sciences,1,1333
42,No,Non-Travel,495,Research & Development,2,1,Life Sciences,1,1334
55,No,Travel_Rarely,282,Research & Development,2,2,Medical,1,1336
56,No,Travel_Rarely,206,Human Resources,8,4,Life Sciences,1,1338
40,No,Non-Travel,458,Research & Development,16,2,Life Sciences,1,1340
34,No,Travel_Rarely,943,Research & Development,9,3,Life Sciences,1,1344
40,No,Travel_Rarely,523,Research & Development,2,3,Life Sciences,1,1346
41,No,Travel_Frequently,1018,Sales,1,3,Marketing,1,1349
35,No,Travel_Frequently,482,Research & Development,4,4,Life Sciences,1,1350
51,No,Travel_Rarely,770,Human Resources,5,3,Life Sciences,1,1352
38,No,Travel_Rarely,1009,Sales,2,2,Life Sciences,1,1355
34,No,Travel_Rarely,507,Sales,15,2,Medical,1,1356
25,No,Travel_Rarely,882,Research & Development,19,1,Medical,1,1358
58,Yes,Travel_Rarely,601,Research & Development,7,4,Medical,1,1360
40,No,Travel_Rarely,329,Research & Development,1,4,Life Sciences,1,1361
36,No,Travel_Frequently,607,Sales,7,3,Marketing,1,1362
48,No,Travel_Rarely,855,Research & Development,4,3,Life Sciences,1,1363
27,No,Travel_Rarely,1291,Sales,11,3,Medical,1,1364
51,No,Travel_Rarely,1405,Research & Development,11,2,Technical Degree,1,1367
18,No,Non-Travel,1124,Research & Development,1,3,Life Sciences,1,1368
35,No,Travel_Rarely,817,Research & Development,1,3,Medical,1,1369
27,No,Travel_Frequently,793,Sales,2,1,Life Sciences,1,1371
55,Yes,Travel_Rarely,267,Sales,13,4,Marketing,1,1372
56,No,Travel_Rarely,1369,Research & Development,23,3,Life Sciences,1,1373
34,No,Non-Travel,999,Research & Development,26,1,Technical Degree,1,1374
40,No,Travel_Rarely,1202,Research & Development,2,1,Medical,1,1375
34,No,Travel_Rarely,285,Research & Development,29,3,Medical,1,1377
31,Yes,Travel_Frequently,703,Sales,2,3,Life Sciences,1,1379
35,Yes,Travel_Frequently,662,Sales,18,4,Marketing,1,1380
38,No,Travel_Frequently,693,Research & Development,7,3,Life Sciences,1,1382
34,No,Travel_Rarely,404,Research & Development,2,4,Technical Degree,1,1383
28,No,Travel_Rarely,736,Sales,26,3,Life Sciences,1,1387
31,Yes,Travel_Rarely,330,Research & Development,22,4,Medical,1,1389
39,No,Travel_Rarely,1498,Sales,21,4,Life Sciences,1,1390
51,No,Travel_Frequently,541,Sales,2,3,Marketing,1,1391
41,No,Travel_Frequently,1200,Research & Development,22,3,Life Sciences,1,1392
37,No,Travel_Rarely,1439,Research & Development,4,1,Life Sciences,1,1394
33,No,Travel_Frequently,1111,Sales,5,1,Life Sciences,1,1395
32,No,Travel_Rarely,499,Sales,2,1,Marketing,1,1396
39,No,Non-Travel,1485,Research & Development,25,2,Life Sciences,1,1397
25,No,Travel_Rarely,1372,Sales,18,1,Life Sciences,1,1399
52,No,Travel_Frequently,322,Research & Development,28,2,Medical,1,1401
43,No,Travel_Rarely,930,Research & Development,6,3,Medical,1,1402
27,No,Travel_Rarely,205,Sales,10,3,Marketing,1,1403
27,Yes,Travel_Rarely,135,Research & Development,17,4,Life Sciences,1,1405
26,No,Travel_Rarely,683,Research & Development,2,1,Medical,1,1407
42,No,Travel_Rarely,1147,Human Resources,10,3,Human Resources,1,1408
52,No,Travel_Rarely,258,Research & Development,8,4,Other,1,1409
37,No,Travel_Rarely,1462,Research & Development,11,3,Medical,1,1411
35,No,Travel_Frequently,200,Research & Development,18,2,Life Sciences,1,1412
25,No,Travel_Rarely,949,Research & Development,1,3,Technical Degree,1,1415
26,No,Travel_Rarely,652,Research & Development,7,3,Other,1,1417
29,No,Travel_Rarely,332,Human Resources,17,3,Other,1,1419
49,Yes,Travel_Frequently,1475,Research & Development,28,2,Life Sciences,1,1420
29,Yes,Travel_Frequently,337,Research & Development,14,1,Other,1,1421
54,No,Travel_Rarely,971,Research & Development,1,3,Medical,1,1422
58,No,Travel_Rarely,1055,Research & Development,1,3,Medical,1,1423
55,No,Travel_Rarely,1136,Research & Development,1,4,Medical,1,1424
36,No,Travel_Rarely,1174,Sales,3,4,Marketing,1,1425
31,Yes,Travel_Frequently,667,Sales,1,4,Life Sciences,1,1427
30,No,Travel_Rarely,855,Sales,7,4,Marketing,1,1428
31,No,Travel_Rarely,182,Research & Development,8,5,Life Sciences,1,1430
34,No,Travel_Frequently,560,Research & Development,1,4,Other,1,1431
31,Yes,Travel_Rarely,202,Research & Development,8,3,Life Sciences,1,1433
27,No,Travel_Rarely,1377,Research & Development,11,1,Life Sciences,1,1434
36,No,Travel_Rarely,172,Research & Development,4,4,Life Sciences,1,1435
36,No,Travel_Rarely,329,Sales,16,4,Marketing,1,1436
47,No,Travel_Rarely,465,Research & Development,1,3,Technical Degree,1,1438
25,Yes,Travel_Rarely,383,Sales,9,2,Life Sciences,1,1439
37,No,Non-Travel,1413,Research & Development,5,2,Technical Degree,1,1440
56,No,Travel_Rarely,1255,Research & Development,1,2,Life Sciences,1,1441
47,No,Travel_Rarely,359,Research & Development,2,4,Medical,1,1443
24,No,Travel_Rarely,1476,Sales,4,1,Medical,1,1445
32,No,Travel_Rarely,601,Sales,7,5,Marketing,1,1446
34,No,Travel_Rarely,401,Research & Development,1,3,Life Sciences,1,1447
41,No,Travel_Rarely,1283,Research & Development,5,5,Medical,1,1448
40,No,Non-Travel,663,Research & Development,9,4,Other,1,1449
31,No,Travel_Rarely,326,Sales,8,2,Life Sciences,1,1453
46,Yes,Travel_Rarely,377,Sales,9,3,Marketing,1,1457
39,Yes,Non-Travel,592,Research & Development,2,3,Life Sciences,1,1458
31,Yes,Travel_Frequently,1445,Research & Development,1,5,Life Sciences,1,1459
45,No,Travel_Rarely,1038,Research & Development,20,3,Medical,1,1460
31,No,Travel_Rarely,1398,Human Resources,8,2,Medical,1,1461
31,Yes,Travel_Frequently,523,Research & Development,2,3,Life Sciences,1,1464
45,No,Travel_Rarely,1448,Research & Development,29,3,Technical Degree,1,1465
48,No,Travel_Rarely,1221,Sales,7,3,Marketing,1,1466
34,Yes,Travel_Rarely,1107,Human Resources,9,4,Technical Degree,1,1467
40,No,Non-Travel,218,Research & Development,8,1,Medical,1,1468
28,No,Travel_Rarely,866,Sales,5,3,Medical,1,1469
44,No,Non-Travel,981,Research & Development,5,3,Life Sciences,1,1471
53,No,Travel_Rarely,447,Research & Development,2,3,Medical,1,1472
49,No,Travel_Rarely,1495,Research & Development,5,4,Technical Degree,1,1473
40,No,Travel_Rarely,896,Research & Development,2,3,Medical,1,1474
44,No,Travel_Rarely,1467,Research & Development,20,3,Life Sciences,1,1475
33,No,Travel_Frequently,430,Sales,7,3,Medical,1,1477
34,No,Travel_Rarely,1326,Sales,3,3,Other,1,1478
30,No,Travel_Rarely,1358,Sales,16,1,Life Sciences,1,1479
42,No,Travel_Frequently,748,Research & Development,9,2,Medical,1,1480
44,No,Travel_Frequently,383,Sales,1,5,Marketing,1,1481
30,No,Non-Travel,990,Research & Development,7,3,Technical Degree,1,1482
57,No,Travel_Rarely,405,Research & Development,1,2,Life Sciences,1,1483
49,No,Travel_Rarely,1490,Research & Development,7,4,Life Sciences,1,1484
34,No,Travel_Frequently,829,Research & Development,15,3,Medical,1,1485
28,Yes,Travel_Frequently,1496,Sales,1,3,Technical Degree,1,1486
29,Yes,Travel_Frequently,115,Sales,13,3,Technical Degree,1,1487
34,Yes,Travel_Rarely,790,Sales,24,4,Medical,1,1489
35,No,Travel_Rarely,660,Sales,7,1,Life Sciences,1,1492
24,Yes,Travel_Frequently,381,Research & Development,9,3,Medical,1,1494
24,No,Non-Travel,830,Sales,13,2,Life Sciences,1,1495
44,No,Travel_Frequently,1193,Research & Development,2,1,Medical,1,1496
29,No,Travel_Rarely,1246,Sales,19,3,Life Sciences,1,1497
30,No,Travel_Rarely,330,Human Resources,1,3,Life Sciences,1,1499
55,No,Travel_Rarely,1229,Research & Development,4,4,Life Sciences,1,1501
33,No,Travel_Rarely,1099,Research & Development,4,4,Medical,1,1502
47,No,Travel_Rarely,571,Sales,14,3,Medical,1,1503
28,Yes,Travel_Frequently,289,Research & Development,2,2,Medical,1,1504
28,No,Travel_Rarely,1423,Research & Development,1,3,Life Sciences,1,1506
28,No,Travel_Frequently,467,Sales,7,3,Life Sciences,1,1507
49,No,Travel_Rarely,271,Research & Development,3,2,Medical,1,1509
29,No,Travel_Frequently,410,Research & Development,2,1,Life Sciences,1,1513
28,No,Travel_Rarely,1083,Research & Development,29,1,Life Sciences,1,1514
33,No,Travel_Rarely,516,Research & Development,8,5,Life Sciences,1,1515
32,No,Travel_Rarely,495,Research & Development,10,3,Medical,1,1516
54,No,Travel_Frequently,1050,Research & Development,11,4,Medical,1,1520
29,Yes,Travel_Rarely,224,Research & Development,1,4,Technical Degree,1,1522
44,No,Travel_Rarely,136,Research & Development,28,3,Life Sciences,1,1523
39,No,Travel_Rarely,1089,Research & Development,6,3,Life Sciences,1,1525
46,No,Travel_Rarely,228,Sales,3,3,Life Sciences,1,1527
35,No,Travel_Rarely,1029,Research & Development,16,3,Life Sciences,1,1529
23,No,Travel_Rarely,507,Research & Development,20,1,Life Sciences,1,1533
40,Yes,Travel_Rarely,676,Research & Development,9,4,Life Sciences,1,1534
34,No,Travel_Rarely,971,Sales,1,3,Technical Degree,1,1535
31,Yes,Travel_Frequently,561,Research & Development,3,3,Life Sciences,1,1537
50,No,Travel_Frequently,333,Research & Development,22,5,Medical,1,1539
34,No,Travel_Rarely,1440,Sales,7,2,Technical Degree,1,1541
42,No,Travel_Rarely,1210,Research & Development,2,3,Medical,1,1542
37,No,Travel_Rarely,674,Research & Development,13,3,Medical,1,1543
29,No,Travel_Rarely,441,Research & Development,8,1,Other,1,1544
33,No,Travel_Rarely,575,Research & Development,25,3,Life Sciences,1,1545
45,No,Travel_Rarely,950,Research & Development,28,3,Technical Degree,1,1546
42,No,Travel_Frequently,288,Research & Development,2,3,Life Sciences,1,1547
40,No,Travel_Rarely,1342,Sales,9,2,Medical,1,1548
33,No,Travel_Rarely,589,Research & Development,28,4,Life Sciences,1,1549
40,No,Travel_Rarely,898,Human Resources,6,2,Medical,1,1550
24,No,Travel_Rarely,350,Research & Development,21,2,Technical Degree,1,1551
40,No,Non-Travel,1142,Research & Development,8,2,Life Sciences,1,1552
45,No,Travel_Rarely,538,Research & Development,1,4,Technical Degree,1,1553
35,No,Travel_Rarely,1402,Sales,28,4,Life Sciences,1,1554
32,No,Travel_Rarely,824,Research & Development,5,2,Life Sciences,1,1555
36,No,Travel_Rarely,1157,Sales,2,4,Life Sciences,1,1556
48,No,Travel_Rarely,492,Sales,16,4,Life Sciences,1,1557
29,No,Travel_Rarely,598,Research & Development,9,3,Life Sciences,1,1558
33,No,Travel_Rarely,1242,Sales,8,4,Life Sciences,1,1560
30,Yes,Travel_Rarely,740,Sales,1,3,Life Sciences,1,1562
38,No,Travel_Frequently,888,Human Resources,10,4,Human Resources,1,1563
35,No,Travel_Rarely,992,Research & Development,1,3,Medical,1,1564
30,No,Travel_Rarely,1288,Sales,29,4,Technical Degree,1,1568
35,Yes,Travel_Rarely,104,Research & Development,2,3,Life Sciences,1,1569
53,Yes,Travel_Rarely,607,Research & Development,2,5,Technical Degree,1,1572
38,Yes,Travel_Rarely,903,Research & Development,2,3,Medical,1,1573
32,No,Non-Travel,1200,Research & Development,1,4,Technical Degree,1,1574
48,No,Travel_Rarely,1108,Research & Development,15,4,Other,1,1576
34,No,Travel_Rarely,479,Research & Development,7,4,Medical,1,1577
55,No,Travel_Rarely,685,Sales,26,5,Marketing,1,1578
34,No,Travel_Rarely,1351,Research & Development,1,4,Life Sciences,1,1580
26,No,Travel_Rarely,474,Research & Development,3,3,Life Sciences,1,1581
38,No,Travel_Rarely,1245,Sales,14,3,Life Sciences,1,1582
38,No,Travel_Rarely,437,Sales,16,3,Life Sciences,1,1583
36,No,Travel_Rarely,884,Sales,1,4,Life Sciences,1,1585
29,No,Travel_Rarely,1370,Research & Development,3,1,Medical,1,1586
35,No,Travel_Rarely,670,Research & Development,10,4,Medical,1,1587
39,No,Travel_Rarely,1462,Sales,6,3,Medical,1,1588
29,No,Travel_Frequently,995,Research & Development,2,1,Life Sciences,1,1590
50,No,Travel_Rarely,264,Sales,9,3,Marketing,1,1591
23,No,Travel_Rarely,977,Research & Development,10,3,Technical Degree,1,1592
36,No,Travel_Frequently,1302,Research & Development,6,4,Life Sciences,1,1594
42,No,Travel_Rarely,1059,Research & Development,9,2,Other,1,1595
35,No,Travel_Rarely,750,Research & Development,28,3,Life Sciences,1,1596
34,No,Travel_Frequently,653,Research & Development,10,4,Technical Degree,1,1597
40,No,Travel_Rarely,118,Sales,14,2,Life Sciences,1,1598
43,No,Travel_Rarely,990,Research & Development,27,3,Technical Degree,1,1599
35,No,Travel_Rarely,1349,Research & Development,7,2,Life Sciences,1,1601
46,No,Travel_Rarely,563,Sales,1,4,Life Sciences,1,1602
28,Yes,Travel_Rarely,329,Research & Development,24,3,Medical,1,1604
22,No,Non-Travel,457,Research & Development,26,2,Other,1,1605
50,No,Travel_Frequently,1234,Research & Development,20,5,Medical,1,1606
32,No,Travel_Rarely,634,Research & Development,5,4,Other,1,1607
44,No,Travel_Rarely,1313,Research & Development,7,3,Medical,1,1608
30,No,Travel_Rarely,241,Research & Development,7,3,Medical,1,1609
45,No,Travel_Rarely,1015,Research & Development,5,5,Medical,1,1611
45,No,Non-Travel,336,Sales,26,3,Marketing,1,1612
31,No,Travel_Frequently,715,Sales,2,4,Other,1,1613
36,No,Travel_Rarely,559,Research & Development,12,4,Life Sciences,1,1614
34,No,Travel_Frequently,426,Research & Development,10,4,Life Sciences,1,1615
49,No,Travel_Rarely,722,Research & Development,25,4,Life Sciences,1,1617
39,No,Travel_Rarely,1387,Research & Development,10,5,Medical,1,1618
27,No,Travel_Rarely,1302,Research & Development,19,3,Other,1,1619
35,No,Travel_Rarely,819,Research & Development,18,5,Life Sciences,1,1621
28,No,Travel_Rarely,580,Research & Development,27,3,Medical,1,1622
21,No,Travel_Rarely,546,Research & Development,5,1,Medical,1,1623
18,Yes,Travel_Frequently,544,Sales,3,2,Medical,1,1624
47,No,Travel_Rarely,1176,Human Resources,26,4,Life Sciences,1,1625
39,No,Travel_Rarely,170,Research & Development,3,2,Medical,1,1627
40,No,Travel_Rarely,884,Research & Development,15,3,Life Sciences,1,1628
35,No,Non-Travel,208,Research & Development,8,4,Life Sciences,1,1630
37,No,Travel_Rarely,671,Research & Development,19,3,Life Sciences,1,1631
39,No,Travel_Frequently,711,Research & Development,4,3,Medical,1,1633
45,No,Travel_Rarely,1329,Research & Development,2,2,Other,1,1635
38,No,Travel_Rarely,397,Research & Development,2,2,Medical,1,1638
35,Yes,Travel_Rarely,737,Sales,10,3,Medical,1,1639
37,No,Travel_Rarely,1470,Research & Development,10,3,Medical,1,1640
40,No,Travel_Rarely,448,Research & Development,16,3,Life Sciences,1,1641
44,No,Travel_Frequently,602,Human Resources,1,5,Human Resources,1,1642
48,No,Travel_Frequently,365,Research & Development,4,5,Medical,1,1644
35,Yes,Travel_Rarely,763,Sales,15,2,Medical,1,1645
24,No,Travel_Frequently,567,Research & Development,2,1,Technical Degree,1,1646
27,No,Travel_Rarely,486,Research & Development,8,3,Medical,1,1647
27,No,Travel_Frequently,591,Research & Development,2,3,Medical,1,1648
40,Yes,Travel_Rarely,1329,Research & Development,7,3,Life Sciences,1,1649
29,No,Travel_Rarely,469,Sales,10,3,Medical,1,1650
36,No,Travel_Rarely,711,Research & Development,5,4,Life Sciences,1,1651
25,No,Travel_Frequently,772,Research & Development,2,1,Life Sciences,1,1653
39,No,Travel_Rarely,492,Research & Development,12,3,Medical,1,1654
49,No,Travel_Rarely,301,Research & Development,22,4,Other,1,1655
50,No,Travel_Rarely,813,Research & Development,17,5,Life Sciences,1,1656
20,No,Travel_Rarely,1141,Sales,2,3,Medical,1,1657
34,No,Travel_Rarely,1130,Research & Development,3,3,Life Sciences,1,1658
36,No,Travel_Rarely,311,Research & Development,7,3,Life Sciences,1,1659
49,No,Travel_Rarely,465,Research & Development,6,1,Life Sciences,1,1661
36,No,Non-Travel,894,Research & Development,1,4,Medical,1,1662
36,No,Travel_Rarely,1040,Research & Development,3,2,Life Sciences,1,1664
54,No,Travel_Rarely,584,Research & Development,22,5,Medical,1,1665
43,No,Travel_Rarely,1291,Research & Development,15,2,Life Sciences,1,1666
35,Yes,Travel_Frequently,880,Sales,12,4,Other,1,1667
38,No,Travel_Frequently,1189,Research & Development,1,3,Life Sciences,1,1668
29,No,Travel_Rarely,991,Sales,5,3,Medical,1,1669
33,No,Travel_Rarely,392,Sales,2,4,Medical,1,1670
32,No,Travel_Rarely,977,Research & Development,2,3,Medical,1,1671
31,No,Travel_Rarely,1112,Sales,5,4,Life Sciences,1,1673
49,No,Travel_Rarely,464,Research & Development,16,3,Medical,1,1674
38,No,Travel_Frequently,148,Research & Development,2,3,Medical,1,1675
47,No,Travel_Rarely,1225,Sales,2,4,Life Sciences,1,1676
